file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
../../results/output_VN_COI	C	PV0279-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0280-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0281-C	2	2	0	2	2
../../results/output_VN_COI	C	PV0282-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0283-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0284-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0285-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0286-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0287-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0288-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0289-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0290-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0291-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0292-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0293-C	2	2	0.10488	2	2
../../results/output_VN_COI	C	PV0294-C	2	2	0.13621	2	2
../../results/output_VN_COI	C	PV0295-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0296-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0297-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0298-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0299-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0300-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0301-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0302-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0303-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0304-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0305-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0306-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0308-Cx	1	1	0	1	1
../../results/output_VN_COI	C	PV0309-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0310-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0311-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0312-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0313-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0314-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0315-Cx	1	1	0	1	1
../../results/output_VN_COI	C	PV0317-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0318-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0319-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0320-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0321-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0322-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0323-C	2	2	0	2	2
../../results/output_VN_COI	C	PV0324-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0325-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0326-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0327-C	2	2	0.03333	2	2
../../results/output_VN_COI	C	PV0328-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0329-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0330-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0331-Cx	1	1	0	1	1
../../results/output_VN_COI	C	PV0333-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0335-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0336-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0337-C	2	2	0	2	2
../../results/output_VN_COI	C	PV0338-C	2	2	0	2	2
../../results/output_VN_COI	C	PV0339-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0340-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0343-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0344-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0345-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0347-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0355-C	1	1	0	1	1
../../results/output_VN_COI	C	PV0358-C	1	1	0	1	1
../../results/output_VN_COI	P	Pf3D7_01_v3|180554	0.32628605	0.323415	0.04209	0.247976	0.409533425
../../results/output_VN_COI	P	Pf3D7_01_v3|338272	0.657536584444444	0.66003	0.04764	0.558669475	0.7501463
../../results/output_VN_COI	P	Pf3D7_01_v3|516414	0.526849326666667	0.525542	0.04705	0.441006	0.63012
../../results/output_VN_COI	P	Pf3D7_01_v3|530967	0.683777403333333	0.680849	0.04341	0.60097	0.76832765
../../results/output_VN_COI	P	Pf3D7_01_v3|537147	0.44612514	0.44826	0.04964	0.343821825	0.552851
../../results/output_VN_COI	P	Pf3D7_01_v3|558278	0.598290024444444	0.5944335	0.04571	0.51168925	0.6893827
../../results/output_VN_COI	P	Pf3D7_02_v3|582922	0.195739311111111	0.1962975	0.03682	0.128423975	0.281309
../../results/output_VN_COI	P	Pf3D7_02_v3|759265	0.133696013333333	0.1329835	0.03255	0.072251	0.203483
../../results/output_VN_COI	P	Pf3D7_02_v3|766632	0.0966964333333333	0.093338	0.02726	0.050773475	0.149949625
../../results/output_VN_COI	P	Pf3D7_02_v3|792272	0.119251963333333	0.116972	0.03284	0.057501	0.192791
../../results/output_VN_COI	P	Pf3D7_02_v3|805840	0.108037906666667	0.104167	0.02765	0.061161675	0.163209
../../results/output_VN_COI	P	Pf3D7_02_v3|861336	0.544363568888889	0.546575	0.04511	0.449416	0.62956815
../../results/output_VN_COI	P	Pf3D7_03_v3|136977	0.113537401111111	0.110122	0.03458	0.054162	0.188771
../../results/output_VN_COI	P	Pf3D7_03_v3|139831	0.214142684444444	0.212359	0.04461	0.138834925	0.30261
../../results/output_VN_COI	P	Pf3D7_03_v3|140417	0.172149383333333	0.169773	0.03268	0.109986225	0.239186
../../results/output_VN_COI	P	Pf3D7_03_v3|202441	0.140688277777778	0.137678	0.03232	0.0848308	0.205139625
../../results/output_VN_COI	P	Pf3D7_03_v3|229769	0.255012704444444	0.249076	0.0457	0.183381	0.350539
../../results/output_VN_COI	P	Pf3D7_03_v3|878750	0.13080697	0.1275495	0.03472	0.07059805	0.200324
../../results/output_VN_COI	P	Pf3D7_04_v3|461623	0.111237801111111	0.107701	0.03132	0.060436	0.185176075
../../results/output_VN_COI	P	Pf3D7_04_v3|537511	0.360986125555556	0.361233	0.04628	0.2722795	0.448044775
../../results/output_VN_COI	P	Pf3D7_04_v3|541856	0.0991561077777778	0.098505	0.03036	0.050904975	0.161306
../../results/output_VN_COI	P	Pf3D7_04_v3|695547	0.769631556666667	0.773614	0.03743	0.6921056	0.845635675
../../results/output_VN_COI	P	Pf3D7_04_v3|812570	0.21831276	0.216629	0.04039	0.145145625	0.307496
../../results/output_VN_COI	P	Pf3D7_04_v3|859387	0.197205372222222	0.197508	0.03909	0.114177	0.272617725
../../results/output_VN_COI	P	Pf3D7_04_v3|884927	0.0209825288888889	0.016515	0.01684	0.00112735	0.062319
../../results/output_VN_COI	P	Pf3D7_04_v3|991765	0.127081931111111	0.125036	0.03359	0.0672622	0.194584
../../results/output_VN_COI	P	Pf3D7_04_v3|1043003	0.266772306666667	0.263289	0.03791	0.20355605	0.342193
../../results/output_VN_COI	P	Pf3D7_04_v3|1101577	0.125064363333333	0.119078	0.03179	0.0750754	0.194128
../../results/output_VN_COI	P	Pf3D7_04_v3|1134543	0.16279997	0.162468	0.03645	0.097727	0.2379917
../../results/output_VN_COI	P	Pf3D7_04_v3|1140614	0.202980628888889	0.200229	0.03575	0.138771	0.278996
../../results/output_VN_COI	P	Pf3D7_05_v3|69940	0.469430163333333	0.470225	0.04432	0.37967945	0.556378
../../results/output_VN_COI	P	Pf3D7_05_v3|469926	0.185689252222222	0.1871535	0.03759	0.115087	0.260769
../../results/output_VN_COI	P	Pf3D7_05_v3|922187	0.680032254444444	0.67993	0.04318	0.593402	0.767096425
../../results/output_VN_COI	P	Pf3D7_05_v3|951120	0.338307142222222	0.338175	0.04419	0.25654	0.423763
../../results/output_VN_COI	P	Pf3D7_05_v3|1218654	0.387869936666667	0.391058	0.0447	0.30526295	0.47854475
../../results/output_VN_COI	P	Pf3D7_06_v3|614617	0.411184481111111	0.410713	0.04913	0.3234209	0.5086884
../../results/output_VN_COI	P	Pf3D7_06_v3|967350	0.2597638	0.257272	0.04186	0.182878	0.343783
../../results/output_VN_COI	P	Pf3D7_06_v3|1274870	0.303347263333333	0.300572	0.04241	0.21971805	0.385004
../../results/output_VN_COI	P	Pf3D7_06_v3|1275640	0.87853191	0.878715	0.02997	0.813744	0.933184
../../results/output_VN_COI	P	Pf3D7_07_v3|77585	0.887242238888889	0.888891	0.03045	0.819198	0.936758
../../results/output_VN_COI	P	Pf3D7_07_v3|80188	0.417399358888889	0.418523	0.0453	0.32585085	0.50046035
../../results/output_VN_COI	P	Pf3D7_07_v3|80386	0.383345018888889	0.382855	0.04558	0.295149	0.470679075
../../results/output_VN_COI	P	Pf3D7_07_v3|405600	0.0957831566666667	0.095035	0.02741	0.047996	0.158949
../../results/output_VN_COI	P	Pf3D7_07_v3|466109	0.588179666666667	0.588484	0.04293	0.506193	0.665039
../../results/output_VN_COI	P	Pf3D7_07_v3|495789	0.657018881111111	0.659249	0.04075	0.569595425	0.72922785
../../results/output_VN_COI	P	Pf3D7_07_v3|619924	0.175595797777778	0.175111	0.03872	0.108656325	0.26104895
../../results/output_VN_COI	P	Pf3D7_07_v3|1253237	0.652097888888889	0.653419	0.04607	0.552385	0.738272
../../results/output_VN_COI	P	Pf3D7_08_v3|399774	0.200043814444444	0.197167	0.03809	0.134826	0.281252
../../results/output_VN_COI	P	Pf3D7_08_v3|1201455	0.281871845555556	0.280031	0.04292	0.194725	0.374065
../../results/output_VN_COI	P	Pf3D7_08_v3|1227962	0.742244766666667	0.7454465	0.04325	0.649913	0.821765
../../results/output_VN_COI	P	Pf3D7_08_v3|1344569	0.175919951111111	0.175088	0.03391	0.11504	0.249791
../../results/output_VN_COI	P	Pf3D7_08_v3|1364499	0.267189504444444	0.268534	0.03809	0.192631	0.33938705
../../results/output_VN_COI	P	Pf3D7_09_v3|170441	0.493406952222222	0.491627	0.04735	0.403183	0.580824925
../../results/output_VN_COI	P	Pf3D7_09_v3|248414	0.147914574444444	0.1431385	0.03478	0.090702	0.2225271
../../results/output_VN_COI	P	Pf3D7_09_v3|1206885	0.160444688888889	0.159267	0.03533	0.0959922	0.233517575
../../results/output_VN_COI	P	Pf3D7_09_v3|1270380	0.742729925555556	0.74411	0.04285	0.655537	0.8242325
../../results/output_VN_COI	P	Pf3D7_09_v3|1316936	0.170551754444444	0.1685845	0.03503	0.10661925	0.240895
../../results/output_VN_COI	P	Pf3D7_10_v3|335297	0.501553941111111	0.503141	0.05597	0.391846175	0.616532
../../results/output_VN_COI	P	Pf3D7_10_v3|669306	0.52444828	0.521401	0.04912	0.433955075	0.621412
../../results/output_VN_COI	P	Pf3D7_10_v3|930061	0.201508203333333	0.199756	0.0434	0.116631	0.28617955
../../results/output_VN_COI	P	Pf3D7_10_v3|1382419	0.783219444444444	0.7834165	0.04145	0.7007798	0.857636
../../results/output_VN_COI	P	Pf3D7_10_v3|1397757	0.382667943333333	0.382678	0.04985	0.286016275	0.47874675
../../results/output_VN_COI	P	Pf3D7_10_v3|1399091	0.358002194444444	0.358236	0.04871	0.260539	0.452519475
../../results/output_VN_COI	P	Pf3D7_10_v3|1433279	0.130322434444444	0.12415	0.03477	0.07658195	0.206753
../../results/output_VN_COI	P	Pf3D7_10_v3|1433766	0.754645773333333	0.757091	0.03748	0.6754395	0.824337825
../../results/output_VN_COI	P	Pf3D7_10_v3|1433965	0.170982783333333	0.16964	0.03579	0.105431	0.240464
../../results/output_VN_COI	P	Pf3D7_11_v3|131348	0.567188528888889	0.563975	0.04612	0.4780894	0.66095275
../../results/output_VN_COI	P	Pf3D7_11_v3|410321	0.662405575555556	0.661173	0.04631	0.578679	0.749846825
../../results/output_VN_COI	P	Pf3D7_11_v3|947282	0.181520045555556	0.1807095	0.03689	0.11344	0.264108025
../../results/output_VN_COI	P	Pf3D7_11_v3|1059674	0.129568293333333	0.125589	0.03254	0.070608225	0.194143
../../results/output_VN_COI	P	Pf3D7_11_v3|1294453	0.21315204	0.210202	0.04005	0.142381675	0.29980475
../../results/output_VN_COI	P	Pf3D7_11_v3|1602901	0.751153777777778	0.750624	0.03923	0.662116825	0.824994
../../results/output_VN_COI	P	Pf3D7_11_v3|2001118	0.59180759	0.593934	0.04543	0.496151125	0.677912475
../../results/output_VN_COI	P	Pf3D7_12_v3|1069826	0.125790886666667	0.123548	0.03529	0.0648226	0.200398975
../../results/output_VN_COI	P	Pf3D7_12_v3|1118681	0.648407816666667	0.648101	0.04337	0.555816225	0.734770375
../../results/output_VN_COI	P	Pf3D7_12_v3|1160091	0.306663611111111	0.303231	0.04484	0.227938	0.396824
../../results/output_VN_COI	P	Pf3D7_12_v3|1913509	0.320609346666667	0.3170885	0.04561	0.239363	0.410174625
../../results/output_VN_COI	P	Pf3D7_13_v3|409854	0.600877097777778	0.601888	0.04595	0.513399	0.691565975
../../results/output_VN_COI	P	Pf3D7_13_v3|1429237	0.13301589	0.132399	0.02965	0.079439	0.200385
../../results/output_VN_COI	P	Pf3D7_13_v3|2302511	0.145906088888889	0.14876	0.03133	0.088415	0.202634775
../../results/output_VN_COI	P	Pf3D7_13_v3|2474647	0.171225517777778	0.1701585	0.03633	0.101862	0.244047
../../results/output_VN_COI	P	Pf3D7_13_v3|2548087	0.27712414	0.2740385	0.04693	0.18940335	0.368992425
../../results/output_VN_COI	P	Pf3D7_13_v3|2640170	0.647239841111111	0.6462205	0.04717	0.552261825	0.747978
../../results/output_VN_COI	P	Pf3D7_13_v3|2787490	0.130446238888889	0.1261185	0.03242	0.0737214	0.198073275
../../results/output_VN_COI	P	Pf3D7_14_v3|336220	0.336335833333333	0.335927	0.04459	0.24324675	0.42750535
../../results/output_VN_COI	P	Pf3D7_14_v3|536550	0.838977622222222	0.8384345	0.03255	0.764813	0.902274
../../results/output_VN_COI	P	Pf3D7_14_v3|602104	0.151005733333333	0.150261	0.03711	0.09099675	0.233212
../../results/output_VN_COI	P	Pf3D7_14_v3|868353	0.828146635555556	0.8287645	0.0366	0.756626	0.898892
../../results/output_VN_COI	P	Pf3D7_14_v3|1038377	0.418918734444444	0.4240065	0.04527	0.328494	0.503246
../../results/output_VN_COI	P	Pf3D7_14_v3|1594368	0.263772615555556	0.25909	0.04413	0.181375	0.356396
../../results/output_VN_COI	P	Pf3D7_14_v3|1707737	0.320937941111111	0.317203	0.04479	0.238608	0.403858225
../../results/output_VN_COI	P	Pf3D7_14_v3|1853594	0.1719852	0.1690325	0.03869	0.1086875	0.243336
../../results/output_VN_COI	P	Pf3D7_14_v3|2614155	0.864501984444444	0.866873	0.03268	0.795205975	0.923597
../../results/output_VN_COI	P	Pf3D7_14_v3|2757993	0.121390096666667	0.119444	0.0297	0.069681125	0.183716
../../results/output_VN_COI	P	Pf3D7_14_v3|3193848	0.69525795	0.689266	0.04512	0.61	0.78336535
../../results/output_VN_COI	e1	e1	0.0403798488888889	0.039321	0.00349	0.034994075	0.0467431
../../results/output_VN_COI	e2	e2	0.0510430011111111	0.0508525	0.00111	0.04888165	0.052881675
