file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
output_DRC_COI	C	QG0268-C	6	2	4.45849	2	15
output_DRC_COI	C	QG0269-C	5	1	4.21882	1	13
output_DRC_COI	C	QG0270-C	4	1	3.75387	1	12
output_DRC_COI	C	QG0271-C	7	2	5.38638	2	16
output_DRC_COI	C	QG0273-C	8	2	6.69137	2	20
output_DRC_COI	C	QG0274-C	4	1	3.75947	1	10
output_DRC_COI	C	QG0275-C	5	1	4.28122	1	13
output_DRC_COI	C	QG0276-C	5	1	4.42396	1	13
output_DRC_COI	C	QG0277-C	5	1	4.46113	1	13
output_DRC_COI	C	QG0278-C	6	2	4.7333	2	15
output_DRC_COI	C	QG0279-C	9	2	7.58627	2	22.025
output_DRC_COI	C	QG0280-C	8	2	6.36765	2	19
output_DRC_COI	C	QG0281-C	6	1	4.98477	1	14
output_DRC_COI	C	QG0282-C	3	1	3.19825	1	10
output_DRC_COI	C	QG0284-C	14	16	9.31318	4	25
output_DRC_COI	C	QG0285-C	7	2	5.07264	2	15
output_DRC_COI	C	QG0286-C	5	1	4.54596	1	13
output_DRC_COI	C	QG0287-C	5	1	4.52326	1	13
output_DRC_COI	C	QG0288-C	11	3	9.17418	2	25
output_DRC_COI	C	QG0289-C	10	4.5	8.22	2	23
output_DRC_COI	C	QG0290-C	6	2	4.70941	2	15
output_DRC_COI	C	QG0291-C	5	1	4.12609	1	12
output_DRC_COI	C	QG0292-C	4	1	3.51755	1	12
output_DRC_COI	C	QG0293-C	7	2	6.0437	2	18
output_DRC_COI	C	QG0294-C	7	2	5.96172	2	18
output_DRC_COI	C	QG0295-C	4	1	4.04263	1	12
output_DRC_COI	C	QG0296-C	4	1	3.53678	1	11
output_DRC_COI	C	QG0297-C	6	2	4.32608	2	13
output_DRC_COI	C	QG0298-C	6	2	5.21263	1	15
output_DRC_COI	C	QG0299-C	4	1	3.55472	1	11
output_DRC_COI	C	QG0300-C	6	1	5.74834	1	16
output_DRC_COI	P	Pf3D7_01_v3|108002	0.203115086	0.268003	0.14523	0.037852	0.397513
output_DRC_COI	P	Pf3D7_01_v3|144877	0.273025974	0.385091	0.18828	0.053906	0.5191515
output_DRC_COI	P	Pf3D7_01_v3|167899	0.213956477	0.268034	0.15264	0.045956	0.421074
output_DRC_COI	P	Pf3D7_01_v3|500312	0.17286076	0.2254005	0.12601	0.033015	0.34245885
output_DRC_COI	P	Pf3D7_01_v3|505259	0.301502135	0.426373	0.20776	0.056538	0.564874
output_DRC_COI	P	Pf3D7_01_v3|530759	0.195137383	0.24326	0.13756	0.036875	0.380108
output_DRC_COI	P	Pf3D7_01_v3|532357	0.309924061	0.431665	0.21233	0.059646	0.573193425
output_DRC_COI	P	Pf3D7_02_v3|200552	0.172944526	0.222725	0.1218	0.030704	0.351007
output_DRC_COI	P	Pf3D7_02_v3|367271	0.371996187	0.528314	0.23537	0.092813	0.650906
output_DRC_COI	P	Pf3D7_02_v3|503292	0.335870869	0.4882185	0.23066	0.065739	0.627258
output_DRC_COI	P	Pf3D7_02_v3|630737	0.218953626	0.290749	0.15565	0.040961	0.437358
output_DRC_COI	P	Pf3D7_02_v3|846293	0.245945212	0.344434	0.1802	0.045056	0.497378675
output_DRC_COI	P	Pf3D7_02_v3|849825	0.314273967	0.431841	0.21427	0.063649	0.575285825
output_DRC_COI	P	Pf3D7_03_v3|136977	0.378627909	0.4846705	0.2053	0.109911	0.652765
output_DRC_COI	P	Pf3D7_03_v3|137048	0.380389574	0.476789	0.20562	0.116956075	0.64977035
output_DRC_COI	P	Pf3D7_03_v3|139831	0.315953947	0.455801	0.20948	0.068737	0.581257
output_DRC_COI	P	Pf3D7_03_v3|206639	0.242986789	0.319258	0.17297	0.050612	0.474047
output_DRC_COI	P	Pf3D7_03_v3|350173	0.185320429	0.245211	0.13253	0.040158	0.375812
output_DRC_COI	P	Pf3D7_03_v3|360794	0.177617595	0.232011	0.135	0.030671	0.37312525
output_DRC_COI	P	Pf3D7_03_v3|679453	0.284679625	0.386757	0.20081	0.053278875	0.5392961
output_DRC_COI	P	Pf3D7_03_v3|750458	0.290948385	0.4016875	0.19926	0.059703	0.552116
output_DRC_COI	P	Pf3D7_03_v3|951306	0.253248194	0.353616	0.18158	0.041734	0.487366
output_DRC_COI	P	Pf3D7_04_v3|95152	0.234825412	0.312128	0.17375	0.030739625	0.468521
output_DRC_COI	P	Pf3D7_04_v3|131938	0.188522436	0.240516	0.13461	0.036504	0.382688
output_DRC_COI	P	Pf3D7_04_v3|132797	0.330939274	0.4695885	0.2231	0.075896	0.61277085
output_DRC_COI	P	Pf3D7_04_v3|156536	0.336816004	0.4678395	0.22099	0.078931	0.621818325
output_DRC_COI	P	Pf3D7_04_v3|519278	0.320109836	0.463493	0.22021	0.069479	0.593848
output_DRC_COI	P	Pf3D7_04_v3|909764	0.312163312	0.450004	0.21994	0.060735	0.581904
output_DRC_COI	P	Pf3D7_04_v3|911047	0.236562475	0.316977	0.16861	0.03696	0.466456
output_DRC_COI	P	Pf3D7_04_v3|1101045	0.20229874	0.262511	0.14839	0.033465	0.4188742
output_DRC_COI	P	Pf3D7_04_v3|1101372	0.167725965	0.19329	0.12252	0.031368	0.358955175
output_DRC_COI	P	Pf3D7_04_v3|1136835	0.23439678	0.305614	0.16089	0.049608	0.44831535
output_DRC_COI	P	Pf3D7_04_v3|1138647	0.302390103	0.4326705	0.216	0.052143	0.57595
output_DRC_COI	P	Pf3D7_05_v3|154819	0.275808913	0.375401	0.1836	0.065672225	0.519116
output_DRC_COI	P	Pf3D7_05_v3|269378	0.239766273	0.3162635	0.16891	0.047952225	0.456635825
output_DRC_COI	P	Pf3D7_05_v3|378793	0.184994902	0.230986	0.13513	0.032402	0.372407
output_DRC_COI	P	Pf3D7_05_v3|1010723	0.172665825	0.2182205	0.12827	0.03296	0.364758
output_DRC_COI	P	Pf3D7_05_v3|1157952	0.236692405	0.3327975	0.1654	0.047248	0.47051175
output_DRC_COI	P	Pf3D7_06_v3|364645	0.324865017	0.442997	0.21061	0.078309	0.598362
output_DRC_COI	P	Pf3D7_06_v3|823939	0.338888927	0.467943	0.22707	0.077609	0.6194148
output_DRC_COI	P	Pf3D7_07_v3|78021	0.196968931	0.265627	0.14557	0.038327	0.406868
output_DRC_COI	P	Pf3D7_07_v3|81949	0.264431726	0.359978	0.18723	0.0543732	0.519828125
output_DRC_COI	P	Pf3D7_07_v3|375471	0.31612055	0.4462535	0.22165	0.062898	0.597327
output_DRC_COI	P	Pf3D7_07_v3|616459	0.267906592	0.364459	0.19051	0.053403	0.5257512
output_DRC_COI	P	Pf3D7_07_v3|618245	0.313071028	0.43515	0.21081	0.060519	0.580701325
output_DRC_COI	P	Pf3D7_07_v3|881950	0.29856568	0.423936	0.1992	0.063683	0.553287625
output_DRC_COI	P	Pf3D7_07_v3|1167117	0.178471163	0.2233985	0.13587	0.032641	0.376457175
output_DRC_COI	P	Pf3D7_07_v3|1262390	0.302819193	0.4240435	0.20512	0.059611	0.57715
output_DRC_COI	P	Pf3D7_07_v3|1380895	0.18727978	0.2377315	0.13466	0.03748	0.3735571
output_DRC_COI	P	Pf3D7_08_v3|411361	0.21502478	0.293636	0.15363	0.032582	0.436614
output_DRC_COI	P	Pf3D7_08_v3|412981	0.225014388	0.305978	0.16133	0.041391	0.438991725
output_DRC_COI	P	Pf3D7_08_v3|1274525	0.222149028	0.294674	0.15826	0.043541	0.435084
output_DRC_COI	P	Pf3D7_08_v3|1311453	0.215973802	0.281374	0.14975	0.041668	0.420943
output_DRC_COI	P	Pf3D7_09_v3|158728	0.217140686	0.289581	0.15383	0.041147	0.419613625
output_DRC_COI	P	Pf3D7_09_v3|516978	0.355201251	0.5092775	0.24183	0.0770056	0.652813
output_DRC_COI	P	Pf3D7_09_v3|634019	0.249015758	0.345765	0.17291	0.05168	0.484817625
output_DRC_COI	P	Pf3D7_09_v3|1372070	0.375815252	0.508053	0.23378	0.090207	0.684828
output_DRC_COI	P	Pf3D7_10_v3|193970	0.234103121	0.306941	0.16659	0.045359	0.454554125
output_DRC_COI	P	Pf3D7_10_v3|218859	0.310781762	0.4425325	0.21665	0.059978	0.582099
output_DRC_COI	P	Pf3D7_10_v3|222495	0.254315151	0.344649	0.17831	0.048878	0.490289
output_DRC_COI	P	Pf3D7_10_v3|223323	0.325863523	0.451395	0.21311	0.080194	0.59952
output_DRC_COI	P	Pf3D7_10_v3|443513	0.202182205	0.263237	0.14722	0.038823	0.4102476
output_DRC_COI	P	Pf3D7_10_v3|522813	0.207114916	0.274948	0.15173	0.037885	0.425124
output_DRC_COI	P	Pf3D7_10_v3|598372	0.179833923	0.233347	0.13155	0.031353	0.363224575
output_DRC_COI	P	Pf3D7_10_v3|1394683	0.202336131	0.21515	0.15625	0.020089	0.45069795
output_DRC_COI	P	Pf3D7_10_v3|1433361	0.365082321	0.5042075	0.22586	0.09991	0.646813625
output_DRC_COI	P	Pf3D7_10_v3|1433853	0.326280711	0.4721105	0.21989	0.06884	0.597261425
output_DRC_COI	P	Pf3D7_11_v3|409164	0.285546799	0.3909065	0.20919	0.052684725	0.554056
output_DRC_COI	P	Pf3D7_11_v3|526330	0.219877437	0.305847	0.15497	0.045834	0.4176627
output_DRC_COI	P	Pf3D7_11_v3|1018899	0.307787514	0.430957	0.2112	0.057326675	0.579522
output_DRC_COI	P	Pf3D7_11_v3|1020134	0.23347318	0.321416	0.16971	0.042937	0.4669882
output_DRC_COI	P	Pf3D7_11_v3|1910597	0.192175624	0.259591	0.14423	0.033343	0.397287
output_DRC_COI	P	Pf3D7_11_v3|1988731	0.344511843	0.489139	0.22889	0.070734	0.629738575
output_DRC_COI	P	Pf3D7_12_v3|95548	0.237781243	0.325506	0.16705	0.047858	0.464206275
output_DRC_COI	P	Pf3D7_12_v3|1074431	0.333134423	0.46291	0.22363	0.07399925	0.613412525
output_DRC_COI	P	Pf3D7_13_v3|106429	0.170789456	0.2087785	0.11484	0.035701	0.344227
output_DRC_COI	P	Pf3D7_13_v3|150114	0.177396714	0.218269	0.12919	0.0289378	0.373078
output_DRC_COI	P	Pf3D7_13_v3|156793	0.258335129	0.346603	0.18273	0.046558	0.503531175
output_DRC_COI	P	Pf3D7_13_v3|578523	0.329131498	0.474147	0.23342	0.067532	0.626589225
output_DRC_COI	P	Pf3D7_13_v3|767738	0.296598763	0.428987	0.21498	0.051008	0.575113
output_DRC_COI	P	Pf3D7_13_v3|1465731	0.262604293	0.343068	0.1849	0.05103	0.516028
output_DRC_COI	P	Pf3D7_13_v3|1876601	0.313996135	0.44811	0.21295	0.069161	0.5801155
output_DRC_COI	P	Pf3D7_13_v3|2063996	0.199643399	0.261013	0.14617	0.03016	0.408214
output_DRC_COI	P	Pf3D7_13_v3|2114576	0.191068752	0.239843	0.13889	0.04045655	0.389277
output_DRC_COI	P	Pf3D7_13_v3|2124328	0.255452272	0.3711475	0.1808	0.049938	0.492854
output_DRC_COI	P	Pf3D7_13_v3|2342841	0.18704041	0.215874	0.13697	0.034452	0.378225
output_DRC_COI	P	Pf3D7_13_v3|2460456	0.337773267	0.481856	0.23495	0.057782	0.6359236
output_DRC_COI	P	Pf3D7_14_v3|536550	0.178273757	0.216996	0.12671	0.03564	0.3571039
output_DRC_COI	P	Pf3D7_14_v3|1177522	0.217500529	0.303249	0.15635	0.035289	0.4352285
output_DRC_COI	P	Pf3D7_14_v3|1458378	0.320280093	0.4528455	0.2142	0.074756	0.599537
output_DRC_COI	P	Pf3D7_14_v3|1554045	0.333459507	0.470496	0.22526	0.07332	0.613462
output_DRC_COI	P	Pf3D7_14_v3|2020660	0.185869896	0.232629	0.12971	0.031645	0.371370225
output_DRC_COI	P	Pf3D7_14_v3|2033359	0.215699373	0.291101	0.15084	0.05029	0.41819
output_DRC_COI	P	Pf3D7_14_v3|3121601	0.320924844	0.443103	0.20732	0.071226	0.579159575
output_DRC_COI	P	Pf3D7_14_v3|3154354	0.317847986	0.436185	0.21918	0.065256	0.599335
output_DRC_COI	P	Pf3D7_14_v3|3194369	0.228858148	0.307264	0.16457	0.041875	0.486219225
output_DRC_COI	e1	e1	0.015709303	0.022846	0.01425	0.000143	0.036384
output_DRC_COI	e2	e2	0.063932182	0.0679955	0.00631	0.050764	0.07007125
